Line;219;376;162;557
Line;220;373;287;561
Line;222;376;222;205
Circle;173;110;274;206
Line;192;133;211;140
Line;237;141;259;136
Line;222;150;214;164
Line;221;149;229;166
Line;229;166;214;163
Line;189;182;202;176
Line;202;176;245;176
Rectangle;211;176;222;192
Rectangle;223;175;233;191
Line;104;112;343;109
Line;343;109;216;53
Line;216;53;103;112
Line;222;267;465;221
Line;220;267;119;362
Line;52;386;652;146
Line;621;116;682;176
Line;682;176;749;104
Line;649;146;729;92
Line;624;118;719;71
